job_id,source,title,company,matched_skills,description_summary
li_4434082493,linkedin,Software Engineer,"Osi Vision, LLC","[""Agile/Scrum"", ""Dashboard & Reporting"", ""Risk Management""]",Consult with program engineering staff to evaluate the interface between hardware and software and the operational and performance requirements of the overall system. JOB CODE: 2023-05-15SofEng
li_4425799342,linkedin,Software Engineer - C# or Java - Hedgefund - NYC,Saragossa,"[""Java/Python""]","You own the code, the project, and the outcome, at one of the most technology-driven firms on the planet. You are working across every team in the business, building things that matter, and seeing the direct impact of what you create. This would be a great next step if you are ready to move from a strong second role into somewhere that gives you real autonomy and visibility."
li_4422496351,linkedin,"Software Engineer, Full-Stack",Ema,"[""Backend Development"", ""Java/Python"", ""Version Control"", ""Web Framework""]","About Ema Ema is building the world’s leading Agentic AI platform to transform enterprise productivity. We enable organizations to delegate repetitive tasks to Ema, the Universal AI Employee, delivering 10x gains in workforce efficiency, across functions. Headquartered in Silicon Valley and with offices in London, Bangalore and Vancouver and Bangalore, Ema is at the frontier of what Agentic AI can do in production — we ship real systems that run real business processes at scale."
li_4433173490,linkedin,Machine Learning Engineer,Acceler8 Talent,"[""AI Application"", ""Java/Python"", ""Machine Learning""]","Machine Learning Engineer We're partnering with an early-stage AI startup in New York that's building the infrastructure companies need to deploy AI safely. With paying enterprise customers and ambitious growth plans, they're tackling one of the biggest challenges in AI today: making LLMs secure, reliable, and production-ready. This is a hands-on engineering role focused on building production software - not research prototypes."
li_4339249879,linkedin,AI Software Engineer,"Gallatin AI, Inc.","[""AI Application"", ""ETL Process"", ""Java/Python"", ""Machine Learning"", ""Process Optimization""]","We build AI systems that determine how logistics decisions are made — not just how they're executed. You’ll work across the full AI/ML lifecycle—from defining and building models to evaluating and deploying large scale ML pipelines and real-time inference systems—while collaborating with cross-functional teams to deliver impactful, real-world AI applications. Mission and Identity We are building the system that enables faster, smarter logistics decisions in contested environments, and we're..."
li_4387607502,linkedin,"Software Engineer, Full Stack",Boom Supersonic,"[""API Design""]","At Boom we are building Boomie — the integrated software platform that connects design, supply chain, manufacturing, and test into one coherent system. You will sit with the aerospace engineer burning twenty minutes a day copying part numbers between systems, decide what to build, and have it in their hands by the end of the week. What you'll do - Own a domain of Boomie end-to-end — design, supply chain, or manufacturing — from data model through UI - Sit with the engineers, techs, and supply..."
li_4434747801,linkedin,Software Engineer,Booz Allen Hamilton,"[""AI Application"", ""Agile/Scrum"", ""Java/Python"", ""Web Framework""]","If you’re looking for the chance to not just develop software, but to help create a system that will make a difference, we need you on our team. We’re looking for a developer like you with the skills needed to develop software and systems from vision to production-ready. Candidate AI Usage Policy AI is a part of our daily work at Booz Allen, and we are committed to the responsible and ethical use of AI tools."
li_4265546589,linkedin,Software Integration Engineer,Cymertek Corporation,"[""CI/CD"", ""Cybersecurity"", ""ERP"", ""Java/Python"", ""System Architecture"", ""Version Control"", ""Web Services""]",Citizenship) Key Summary We are seeking a highly motivated and detail-oriented Software Integration Engineer to join our team. Some contracts give 4-5 years experience credit for a Bachelor's Degree. Some contracts give 2 years experience credit for a Master's Degree.
li_4413991798,linkedin,Software Engineer - JobID-0011,Innovative Defense Technologies (IDT),"[""AI Application"", ""CI/CD"", ""Cybersecurity"", ""Java/Python"", ""Linux Administration"", ""Machine Learning"", ""SQL"", ""Software Testing"", ""TCP/IP Protocol"", ""Version Control"", ""Web Framework""]","The Software Engineer will design, build, test, and deliver innovative, secure, and fully integrated software solutions for complex, mission-critical systems in the US Department of Defense (DOD). Job Benefits Why Work at Innovative Defense Technologies (IDT): IDT is a growing company with a vibrant, entrepreneurial culture. At each location, our employees work together in a modern, snack-filled, and social office space, designing innovative solutions for our defense industry customers."
li_4182358258,linkedin,"Machine Learning Engineer, Core Engineering",Pinterest,"[""AI Application"", ""Machine Learning"", ""SQL""]","At Pinterest, we’re on a mission to bring everyone the inspiration to create a life they love, and that starts with the people behind the product. To get a complete picture of your experience and abilities, we’ll explore your foundational skills and how you collaborate with AI. We want to have the best qualified people in every job."
li_4408451472,linkedin,"Technical Staff, Machine Learning Engineer",AIC,"[""Algorithm Design"", ""Change Management"", ""ETL Process"", ""Machine Learning""]","The bottleneck isn’t workforce, it’s workflow, which AIC solves by deploying our software operating system to unlock trapped capacity in the companies we acquire by empowering the talented operators who have built those enterprises. Our mission is to secure America's position as the global leader in physical AI. This isn't color on the role; it is the role."
